# Space group      : Pm-3m (221)
# Atomic species   : ['Cs', 'Pb', 'Br']
# Number of atoms  : 5    
# SOC              : True 
# Number of elec   : 34.0 
# Number of bands  : 48   
# Cell vectors in Å: a=[5.874 0.    0.   ], b=[0.    5.874 0.   ], c=[0.    0.    5.874]
# Band gap (eV)    : 1.7509 eV
# VBM: 0.0286 eV, band 33, k-point [0.5, 0.5, 0.5]
# CBM: 1.7795 eV, band 35, k-point [0.5, 0.5, 0.5]
 
#	Gx	Gy	Gz	Re(C_nk)	Im(C_nk)
n_band : 33,	energy : -2.26,	occupation : 1.0
	4	-2	1	   0.00013059       -0.00032756
	5	-2	1	  -0.00021964        0.00055089
	6	-2	1	   0.00006904       -0.00017067
	-6	-2	1	   0.00006975       -0.00017116
	-5	-2	1	  -0.00022776        0.00054785
	-4	-2	1	   0.00013473       -0.00032956
	-3	-2	1	  -0.00005440        0.00007549
	-2	-2	1	  -0.00294497        0.00724298
	-1	-2	1	   0.00242940       -0.00606883
	0	-1	1	   0.02995142       -0.07366417
	1	-1	1	  -0.05998145        0.14752209
	2	-1	1	   0.00242241       -0.00605183
	3	-1	1	  -0.00724207        0.01781658
	4	-1	1	  -0.00118779        0.00289708
	5	-1	1	  -0.00003103        0.00007683
	6	-1	1	  -0.00030798        0.00075374
	-6	-1	1	  -0.00030545        0.00075496
	-5	-1	1	  -0.00003099        0.00007567
	-4	-1	1	  -0.00116931        0.00290003
	-3	-1	1	  -0.00724574        0.01781550
	-2	-1	1	   0.00249488       -0.00604223
	-1	-1	1	  -0.05998141        0.14752179
	0	0	2	   0.05251482       -0.12915817
	1	0	2	  -0.00538485        0.01327635
	2	0	2	   0.01646374       -0.04049180
	3	0	2	   0.00093159       -0.00226914
	4	0	2	   0.00073518       -0.00180793
	5	0	2	   0.00057494       -0.00140936
	6	0	2	  -0.00007400        0.00018203
	-6	0	2	  -0.00007453        0.00018329
	-5	0	2	   0.00057058       -0.00140798
	-4	0	2	   0.00073472       -0.00180721
	-3	0	2	   0.00091009       -0.00226033
	-2	0	2	   0.01646352       -0.04049145
	-1	0	2	  -0.00541668        0.01328979
	0	1	2	  -0.00540751        0.01326720
	1	1	2	   0.00246598       -0.00606504
	2	1	2	  -0.00293848        0.00725074
	3	1	2	  -0.00002735        0.00007836
	4	1	2	   0.00013699       -0.00032684
	5	1	2	  -0.00022170        0.00054838
	6	1	2	   0.00007005       -0.00017056
	-6	1	2	   0.00006874       -0.00017126
	-5	1	2	  -0.00022569        0.00055035
	-4	1	2	   0.00012836       -0.00033030
	-3	1	2	  -0.00004455        0.00008677
	-2	1	2	  -0.00296445        0.00724033
	-1	1	2	   0.00244125       -0.00605463
	0	2	2	   0.01646365       -0.04049181
	1	2	2	  -0.00295498        0.00724400
	2	2	2	   0.00582446       -0.01432500
	3	2	2	   0.00050482       -0.00126262
	4	2	2	   0.00012260       -0.00030171
	5	2	2	   0.00038316       -0.00094757
	6	2	2	  -0.00005371        0.00013208
	-6	2	2	  -0.00005408        0.00013302
	-5	2	2	   0.00038609       -0.00094435
	-4	2	2	   0.00012253       -0.00030118
	-3	2	2	   0.00051613       -0.00124838
	-2	2	2	   0.00582438       -0.01432493
	-1	2	2	  -0.00294242        0.00726006
	0	3	2	   0.00091618       -0.00227541
	1	3	2	  -0.00003508        0.00007521
	2	3	2	   0.00051950       -0.00125666
	3	3	2	  -0.00038665        0.00095095
	4	3	2	   0.00028401       -0.00068629
	5	3	2	  -0.00011415        0.00028139
	6	3	2	   0.00004546       -0.00010971
	-6	3	2	   0.00004383       -0.00011047
	-5	3	2	  -0.00011583        0.00028220
	-4	3	2	   0.00027355       -0.00069053
	-3	3	2	  -0.00039282        0.00095356
	-2	3	2	   0.00049635       -0.00126605
	-1	3	2	  -0.00004221        0.00007708
	0	4	2	   0.00073502       -0.00180799
	1	4	2	   0.00012996       -0.00032971
	2	4	2	   0.00012273       -0.00030165
	3	4	2	   0.00027548       -0.00068975
	4	4	2	  -0.00009169        0.00022550
	5	4	2	   0.00011191       -0.00027879
	-5	4	2	   0.00011419       -0.00027732
	-4	4	2	  -0.00009176        0.00022562
	-3	4	2	   0.00028319       -0.00068441
	-2	4	2	   0.00012251       -0.00030177
	-1	4	2	   0.00013624       -0.00032531
	0	5	2	   0.00057167       -0.00141070
	1	5	2	  -0.00022388        0.00054749
	2	5	2	   0.00038680       -0.00094610
	3	5	2	  -0.00011460        0.00028121
	4	5	2	   0.00011439       -0.00027778
	-4	5	2	   0.00011135       -0.00027902
	-3	5	2	  -0.00011566        0.00028162
	-2	5	2	   0.00038106       -0.00094844
	-1	5	2	  -0.00022484        0.00054776
	0	6	2	  -0.00007402        0.00018202
	1	6	2	   0.00006884       -0.00017105
	2	6	2	  -0.00005370        0.00013209
	3	6	2	   0.00004400       -0.00011031
	-3	6	2	   0.00004537       -0.00010951
	-2	6	2	  -0.00005373        0.00013207
	-1	6	2	   0.00006996       -0.00017040
	0	-6	2	  -0.00007452        0.00018329
	1	-6	2	   0.00007028       -0.00017064
	2	-6	2	  -0.00005409        0.00013301
	3	-6	2	   0.00004570       -0.00010971
	-3	-6	2	   0.00004375       -0.00011026
	-2	-6	2	  -0.00005407        0.00013301
	-1	-6	2	   0.00006869       -0.00017109
	0	-5	2	   0.00057383       -0.00140666
	1	-5	2	  -0.00022239        0.00055169
	2	-5	2	   0.00038245       -0.00094583
	3	-5	2	  -0.00011396        0.00028296
	4	-5	2	   0.00011173       -0.00027832
	-4	-5	2	   0.00011475       -0.00027710
	-3	-5	2	  -0.00011491        0.00028341
	-2	-5	2	   0.00038818       -0.00094351
	-1	-5	2	  -0.00022301        0.00055209
	0	-4	2	   0.00073486       -0.00180715
	1	-4	2	   0.00013856       -0.00032617
	2	-4	2	   0.00012240       -0.00030123
	3	-4	2	   0.00028594       -0.00068550
	4	-4	2	  -0.00009172        0.00022563
	5	-4	2	   0.00011495       -0.00027756
	-5	-4	2	   0.00011118       -0.00027855
	-4	-4	2	  -0.00009179        0.00022575
	-3	-4	2	   0.00027282       -0.00068861
	-2	-4	2	   0.00012263       -0.00030116
	-1	-4	2	   0.00012782       -0.00032868
	0	-3	2	   0.00092544       -0.00225410
	1	-3	2	  -0.00002863        0.00009324
	2	-3	2	   0.00050146       -0.00125435
	3	-3	2	  -0.00038405        0.00095713
	4	-3	2	   0.00027476       -0.00068784
	5	-3	2	  -0.00011368        0.00028243
	6	-3	2	   0.00004393       -0.00011010
	-6	-3	2	   0.00004560       -0.00010951
	-5	-3	2	  -0.00011546        0.00028319
	-4	-3	2	   0.00028511       -0.00068361
	-3	-3	2	  -0.00039022        0.00095974
	-2	-3	2	   0.00052456       -0.00124493
	-1	-3	2	  -0.00003301        0.00009623
	0	-2	2	   0.01646358       -0.04049141
	1	-2	2	  -0.00292909        0.00725464
	2	-2	2	   0.00582444       -0.01432491
	3	-2	2	   0.00052796       -0.00125321
	4	-2	2	   0.00012283       -0.00030164
	5	-2	2	   0.00038890       -0.00094525
	6	-2	2	  -0.00005368        0.00013209
	-6	-2	2	  -0.00005409        0.00013300
	-5	-2	2	   0.00038036       -0.00094669
	-4	-2	2	   0.00012233       -0.00030129
	-3	-2	2	   0.00049302       -0.00125776
	-2	-2	2	   0.00582439       -0.01432483
	-1	-2	2	  -0.00296817        0.00724972
	0	-1	2	  -0.00539408        0.01329902
	1	-1	2	   0.00247644       -0.00604032
	2	-1	2	  -0.00295868        0.00725348
	3	-1	2	  -0.00002354        0.00008467
	4	-1	2	   0.00012942       -0.00032807
	5	-1	2	  -0.00022120        0.00054924
	6	-1	2	   0.00006879       -0.00017087
	-6	-1	2	   0.00007019       -0.00017048
	-5	-1	2	  -0.00022553        0.00055107
	-4	-1	2	   0.00013781       -0.00032461
	-3	-1	2	  -0.00004350        0.00009197
	-2	-1	2	  -0.00293302        0.00726407
	-1	-1	2	   0.00245169       -0.00602991
	0	0	3	   0.00312291       -0.00768059
	1	0	3	   0.00308721       -0.00759521
	2	0	3	   0.00090995       -0.00225997
	3	0	3	   0.00003546       -0.00008726
	4	0	3	   0.00039999       -0.00099238
	5	0	3	  -0.00011908        0.00029292
	6	0	3	   0.00007001       -0.00017357
	-6	0	3	   0.00007143       -0.00017429
	-5	0	3	  -0.00011916        0.00029303
	-4	0	3	   0.00040847       -0.00099600
	-3	0	3	   0.00003547       -0.00008726
	-2	0	3	   0.00093154       -0.00226907
	-1	0	3	   0.00308943       -0.00759616
	0	1	3	   0.00308881       -0.00759453
	1	1	3	  -0.00724437        0.01781725
	2	1	3	  -0.00003829        0.00009205
	3	1	3	  -0.00101324        0.00249167
	4	1	3	  -0.00061010        0.00149965
	5	1	3	   0.00006770       -0.00016658
	6	1	3	  -0.00014360        0.00035304
	-6	1	3	  -0.00014329        0.00035255
	-5	1	3	   0.00006797       -0.00016708
	-4	1	3	  -0.00060736        0.00149475
	-3	1	3	  -0.00101280        0.00249169
	-2	1	3	  -0.00003096        0.00007972
	-1	1	3	  -0.00724305        0.01781672
	0	2	3	   0.00092530       -0.00225372
	1	2	3	  -0.00003681        0.00009265
	2	2	3	   0.00050699       -0.00124693
	3	2	3	  -0.00039315        0.00095600
	4	2	3	   0.00027718       -0.00068456
	5	2	3	  -0.00011620        0.00028210
	6	2	3	   0.00004431       -0.00010958
	-6	2	3	   0.00004522       -0.00011002
	-5	2	3	  -0.00011294        0.00028352
	-4	2	3	   0.00028266       -0.00068681
	-3	2	3	  -0.00038114        0.00096089
	-2	2	3	   0.00051887       -0.00125194
	-1	2	3	  -0.00002489        0.00009690
	0	3	3	   0.00003548       -0.00008724
	1	3	3	  -0.00101299        0.00249177
	2	3	3	  -0.00038553        0.00095911
	3	3	3	  -0.00003689        0.00009074
	4	3	3	  -0.00030153        0.00074706
	5	3	3	   0.00004196       -0.00010324
	-5	3	3	   0.00004210       -0.00010351
	-4	3	3	  -0.00030447        0.00074338
	-3	3	3	  -0.00003687        0.00009070
	-2	3	3	  -0.00039136        0.00095164
	-1	3	3	  -0.00101318        0.00249156
	0	4	3	   0.00040600       -0.00098993
	1	4	3	  -0.00060949        0.00149989
	2	4	3	   0.00027916       -0.00068375
	3	4	3	  -0.00030534        0.00074551
	4	4	3	   0.00008820       -0.00021693
	5	4	3	  -0.00005423        0.00013153
	-5	4	3	  -0.00005259        0.00013223
	-4	4	3	   0.00008964       -0.00021755
	-3	4	3	  -0.00029933        0.00074796
	-2	4	3	   0.00028178       -0.00068495
	-1	4	3	  -0.00060472        0.00150179
	0	5	3	  -0.00011911        0.00029291
	1	5	3	   0.00006775       -0.00016656
	2	5	3	  -0.00011362        0.00028315
	3	5	3	   0.00004199       -0.00010323
	4	5	3	  -0.00005294        0.00013206
	-4	5	3	  -0.00005410        0.00013118
	-3	5	3	   0.00004196       -0.00010325
	-2	5	3	  -0.00011593        0.00028137
	-1	5	3	   0.00006768       -0.00016659
	0	6	3	   0.00007098       -0.00017317
	1	6	3	  -0.00014350        0.00035308
	2	6	3	   0.00004473       -0.00010941
	-2	6	3	   0.00004500       -0.00010954
	-1	6	3	  -0.00014272        0.00035340
	0	-6	3	   0.00007046       -0.00017468
	1	-6	3	  -0.00014339        0.00035251
	2	-6	3	   0.00004438       -0.00011036
	-2	-6	3	   0.00004470       -0.00011047
	-1	-6	3	  -0.00014416        0.00035220
	0	-5	3	  -0.00011913        0.00029304
	1	-5	3	   0.00006790       -0.00016710
	2	-5	3	  -0.00011695        0.00028189
	3	-5	3	   0.00004207       -0.00010352
	4	-5	3	  -0.00005460        0.00013141
	-4	-5	3	  -0.00005245        0.00013188
	-3	-5	3	   0.00004211       -0.00010350
	-2	-5	3	  -0.00011263        0.00028280
	-1	-5	3	   0.00006800       -0.00016706
	0	-4	3	   0.00040246       -0.00099844
	1	-4	3	  -0.00060804        0.00149448
	2	-4	3	   0.00027681       -0.00068918
	3	-4	3	  -0.00030067        0.00074493
	4	-4	3	   0.00008760       -0.00021838
	5	-4	3	  -0.00005280        0.00013171
	-5	-4	3	  -0.00005446        0.00013106
	-4	-4	3	   0.00008904       -0.00021900
	-3	-4	3	  -0.00030667        0.00074249
	-2	-4	3	   0.00027964       -0.00069029
	-1	-4	3	  -0.00061269        0.00149254
	0	-3	3	   0.00003547       -0.00008724
	1	-3	3	  -0.00101332        0.00249147
	2	-3	3	  -0.00039754        0.00095423
	3	-3	3	  -0.00003688        0.00009070
	4	-3	3	  -0.00030754        0.00074462
	5	-3	3	   0.00004200       -0.00010323
	-5	-3	3	   0.00004206       -0.00010352
	-4	-3	3	  -0.00029847        0.00074583
	-3	-3	3	  -0.00003686        0.00009066
	-2	-3	3	  -0.00037936        0.00095651
	-1	-3	3	  -0.00101276        0.00249157
	0	-2	3	   0.00091619       -0.00227531
	1	-2	3	  -0.00003347        0.00007871
	2	-2	3	   0.00050198       -0.00125881
	3	-2	3	  -0.00038375        0.00095473
	4	-2	3	   0.00027615       -0.00068724
	5	-2	3	  -0.00011331        0.00028243
	6	-2	3	   0.00004421       -0.00010987
	-6	-2	3	   0.00004507       -0.00011032
	-5	-2	3	  -0.00011668        0.00028116
	-4	-2	3	   0.00028140       -0.00068958
	-3	-2	3	  -0.00039576        0.00094984
	-2	-2	3	   0.00051386       -0.00126382
	-1	-2	3	  -0.00004395        0.00007384
	0	-1	3	   0.00308787       -0.00759675
	1	-1	3	  -0.00724493        0.01781596
	2	-1	3	  -0.00004980        0.00008678
	3	-1	3	  -0.00101296        0.00249165
	4	-1	3	  -0.00061483        0.00149768
	5	-1	3	   0.00006778       -0.00016655
	6	-1	3	  -0.00014439        0.00035272
	-6	-1	3	  -0.00014251        0.00035287
	-5	-1	3	   0.00006787       -0.00016712
	-4	-1	3	  -0.00060268        0.00149661
	-3	-1	3	  -0.00101328        0.00249136
	-2	-1	3	  -0.00002006        0.00008356
	-1	-1	3	  -0.00724363        0.01781542
	0	0	4	   0.00241603       -0.00594213
	1	0	4	   0.00006450       -0.00015114
	2	0	4	   0.00073499       -0.00180786
	3	0	4	   0.00040846       -0.00099597
	4	0	4	  -0.00009993        0.00024579
	5	0	4	   0.00018042       -0.00044124
	-5	0	4	   0.00017804       -0.00044036
	-4	0	4	  -0.00010000        0.00024595
	-3	0	4	   0.00040002       -0.00099244
	-2	0	4	   0.00073518       -0.00180796
	-1	0	4	   0.00005713       -0.00014804
	0	1	4	   0.00005928       -0.00015327
	1	1	4	  -0.00117656        0.00289369
	2	1	4	   0.00013433       -0.00032871
	3	1	4	  -0.00060550        0.00149423
	4	1	4	   0.00010712       -0.00026147
	5	1	4	  -0.00012848        0.00031775
	-5	1	4	  -0.00013065        0.00031872
	-4	1	4	   0.00010495       -0.00026237
	-3	1	4	  -0.00061291        0.00149747
	-2	1	4	   0.00013010       -0.00033054
	-1	1	4	  -0.00118294        0.00289639
	0	2	4	   0.00073511       -0.00180781
	1	2	4	   0.00013317       -0.00032918
	2	2	4	   0.00012261       -0.00030157
	3	2	4	   0.00027939       -0.00068921
	4	2	4	  -0.00009171        0.00022552
	5	2	4	   0.00011305       -0.00027864
	-5	2	4	   0.00011306       -0.00027746
	-4	2	4	  -0.00009172        0.00022564
	-3	2	4	   0.00027933       -0.00068483
	-2	2	4	   0.00012273       -0.00030164
	-1	2	4	   0.00013314       -0.00032557
	0	3	4	   0.00040244       -0.00099841
	1	3	4	  -0.00060901        0.00149280
	2	3	4	   0.00028083       -0.00068863
	3	3	4	  -0.00030209        0.00074298
	4	3	4	   0.00008971       -0.00021811
	5	3	4	  -0.00005320        0.00013119
	-5	3	4	  -0.00005405        0.00013156
	-4	3	4	   0.00008692       -0.00021925
	-3	3	4	  -0.00030518        0.00074429
	-2	3	4	   0.00027560       -0.00069081
	-1	3	4	  -0.00061155        0.00149378
	0	4	4	  -0.00009994        0.00024579
	1	4	4	   0.00010574       -0.00026203
	2	4	4	  -0.00009168        0.00022553
	3	4	4	   0.00008794       -0.00021883
	4	4	4	  -0.00003353        0.00008247
	-4	4	4	  -0.00003355        0.00008251
	-3	4	4	   0.00008930       -0.00021709
	-2	4	4	  -0.00009170        0.00022549
	-1	4	4	   0.00010679       -0.00026068
	0	5	4	   0.00017868       -0.00044195
	1	5	4	  -0.00012970        0.00031725
	2	5	4	   0.00011347       -0.00027847
	3	5	4	  -0.00005344        0.00013109
	-3	5	4	  -0.00005395        0.00013130
	-2	5	4	   0.00011195       -0.00027910
	-1	5	4	  -0.00013015        0.00031742
	0	-5	4	   0.00017977       -0.00043966
	1	-5	4	  -0.00012883        0.00031946
	2	-5	4	   0.00011263       -0.00027763
	3	-5	4	  -0.00005310        0.00013195
	-3	-5	4	  -0.00005359        0.00013217
	-2	-5	4	   0.00011417       -0.00027702
	-1	-5	4	  -0.00012923        0.00031966
	0	-4	4	  -0.00010000        0.00024595
	1	-4	4	   0.00010791       -0.00026117
	2	-4	4	  -0.00009177        0.00022562
	3	-4	4	   0.00009074       -0.00021770
	4	-4	4	  -0.00003355        0.00008251
	-4	-4	4	  -0.00003356        0.00008255
	-3	-4	4	   0.00008651       -0.00021824
	-2	-4	4	  -0.00009170        0.00022562
	-1	-4	4	   0.00010463       -0.00026158
	0	-3	4	   0.00040603       -0.00099000
	1	-3	4	  -0.00060596        0.00150029
	2	-3	4	   0.00027782       -0.00068545
	3	-3	4	  -0.00030079        0.00074608
	4	-3	4	   0.00008753       -0.00021781
	5	-3	4	  -0.00005298        0.00013170
	-5	-3	4	  -0.00005385        0.00013207
	-4	-3	4	   0.00009033       -0.00021668
	-3	-3	4	  -0.00030388        0.00074739
	-2	-3	4	   0.00028316       -0.00068333
	-1	-3	4	  -0.00060826        0.00150137
	0	-2	4	   0.00073505       -0.00180801
	1	-2	4	   0.00013747       -0.00032754
	2	-2	4	   0.00012258       -0.00030170
	3	-2	4	   0.00028466       -0.00068713
	4	-2	4	  -0.00009167        0.00022550
	5	-2	4	   0.00011458       -0.00027803
	-5	-2	4	   0.00011153       -0.00027809
	-4	-2	4	  -0.00009176        0.00022559
	-3	-2	4	   0.00027403       -0.00068705
	-2	-2	4	   0.00012270       -0.00030177
	-1	-2	4	   0.00012875       -0.00032746
	0	-1	4	   0.00006239       -0.00014590
	1	-1	4	  -0.00117388        0.00290007
	2	-1	4	   0.00013183       -0.00032610
	3	-1	4	  -0.00060436        0.00149671
	4	-1	4	   0.00010542       -0.00026124
	5	-1	4	  -0.00012828        0.00031819
	-5	-1	4	  -0.00013050        0.00031914
	-4	-1	4	   0.00010759       -0.00026037
	-3	-1	4	  -0.00061201        0.00149984
	-2	-1	4	   0.00013630       -0.00032439
	-1	-1	4	  -0.00118025        0.00290276
	0	0	5	   0.00089554       -0.00220255
	1	0	5	  -0.00016186        0.00039791
	2	0	5	   0.00057035       -0.00140742
	3	0	5	  -0.00011913        0.00029294
	4	0	5	   0.00017798       -0.00044021
	5	0	5	  -0.00001861        0.00004577
	-5	0	5	  -0.00001862        0.00004578
	-4	0	5	   0.00018042       -0.00044126
	-3	0	5	  -0.00011909        0.00029292
	-2	0	5	   0.00057494       -0.00140937
	-1	0	5	  -0.00016169        0.00039784
	0	1	5	  -0.00016174        0.00039797
	1	1	5	  -0.00003126        0.00007689
	2	1	5	  -0.00022476        0.00055091
	3	1	5	   0.00006769       -0.00016653
	4	1	5	  -0.00013015        0.00031906
	-4	1	5	  -0.00012880        0.00031784
	-3	1	5	   0.00006778       -0.00016655
	-2	1	5	  -0.00022219        0.00054855
	-1	1	5	  -0.00003113        0.00007685
	0	2	5	   0.00057361       -0.00140609
	1	2	5	  -0.00022344        0.00055144
	2	2	5	   0.00038370       -0.00094368
	3	2	5	  -0.00011541        0.00028273
	4	2	5	   0.00011241       -0.00027728
	-4	2	5	   0.00011399       -0.00027794
	-3	2	5	  -0.00011342        0.00028352
	-2	2	5	   0.00038665       -0.00094494
	-1	2	5	  -0.00022183        0.00055203
	0	3	5	  -0.00011909        0.00029295
	1	3	5	   0.00006773       -0.00016652
	2	3	5	  -0.00011463        0.00028304
	3	3	5	   0.00004197       -0.00010322
	4	3	5	  -0.00005345        0.00013200
	-4	3	5	  -0.00005358        0.00013125
	-3	3	5	   0.00004199       -0.00010323
	-2	3	5	  -0.00011489        0.00028153
	-1	3	5	   0.00006774       -0.00016654
	0	4	5	   0.00017971       -0.00043951
	1	4	5	  -0.00012943        0.00031935
	2	4	5	   0.00011298       -0.00027705
	3	4	5	  -0.00005383        0.00013185
	-3	4	5	  -0.00005284        0.00013225
	-2	4	5	   0.00011375       -0.00027740
	-1	4	5	  -0.00012859        0.00031969
	0	5	5	  -0.00001861        0.00004577
	0	-5	5	  -0.00001861        0.00004578
	0	-4	5	   0.00017869       -0.00044196
	1	-4	5	  -0.00012954        0.00031754
	2	-4	5	   0.00011231       -0.00027863
	3	-4	5	  -0.00005321        0.00013140
	-3	-4	5	  -0.00005419        0.00013101
	-2	-4	5	   0.00011311       -0.00027896
	-1	-4	5	  -0.00013035        0.00031720
	0	-3	5	  -0.00011911        0.00029291
	1	-3	5	   0.00006768       -0.00016659
	2	-3	5	  -0.00011661        0.00028222
	3	-3	5	   0.00004196       -0.00010324
	4	-3	5	  -0.00005443        0.00013160
	-4	-3	5	  -0.00005261        0.00013165
	-3	-3	5	   0.00004198       -0.00010325
	-2	-3	5	  -0.00011294        0.00028230
	-1	-3	5	   0.00006775       -0.00016658
	0	-2	5	   0.00057168       -0.00141070
	1	-2	5	  -0.00022364        0.00054796
	2	-2	5	   0.00038246       -0.00094664
	3	-2	5	  -0.00011416        0.00028182
	4	-2	5	   0.00011210       -0.00027807
	-4	-2	5	   0.00011364       -0.00027874
	-3	-2	5	  -0.00011610        0.00028102
	-2	-2	5	   0.00038541       -0.00094790
	-1	-2	5	  -0.00022509        0.00054731
	0	-1	5	  -0.00016181        0.00039780
	1	-1	5	  -0.00003133        0.00007677
	2	-1	5	  -0.00022633        0.00055020
	3	-1	5	   0.00006770       -0.00016656
	4	-1	5	  -0.00013098        0.00031872
	-4	-1	5	  -0.00012798        0.00031816
	-3	-1	5	   0.00006772       -0.00016660
	-2	-1	5	  -0.00022070        0.00054909
	-1	-1	5	  -0.00003120        0.00007673
	0	0	6	  -0.00007944        0.00019539
	1	0	6	   0.00011597       -0.00028413
	2	0	6	  -0.00007403        0.00018204
	3	0	6	   0.00007138       -0.00017415
	-3	0	6	   0.00007001       -0.00017357
	-2	0	6	  -0.00007399        0.00018201
	-1	0	6	   0.00011489       -0.00028367
	0	1	6	   0.00011521       -0.00028444
	1	1	6	  -0.00030626        0.00075322
	2	1	6	   0.00006948       -0.00017096
	3	1	6	  -0.00014284        0.00035216
	-3	1	6	  -0.00014407        0.00035268
	-2	1	6	   0.00006905       -0.00017116
	-1	1	6	  -0.00030724        0.00075364
	0	2	6	  -0.00007401        0.00018204
	1	2	6	   0.00006953       -0.00017094
	2	2	6	  -0.00005371        0.00013210
	3	2	6	   0.00004483       -0.00011019
	-3	2	6	   0.00004454       -0.00010960
	-2	2	6	  -0.00005369        0.00013208
	-1	2	6	   0.00006929       -0.00017045
	0	3	6	   0.00007040       -0.00017455
	1	3	6	  -0.00014343        0.00035192
	2	3	6	   0.00004478       -0.00011021
	-2	3	6	   0.00004423       -0.00011045
	-1	3	6	  -0.00014384        0.00035209
	0	-3	6	   0.00007098       -0.00017318
	1	-3	6	  -0.00014292        0.00035316
	2	-3	6	   0.00004458       -0.00010959
	-2	-3	6	   0.00004515       -0.00010937
	-1	-3	6	  -0.00014331        0.00035333
	0	-2	6	  -0.00007401        0.00018201
	1	-2	6	   0.00006998       -0.00017078
	2	-2	6	  -0.00005371        0.00013207
	3	-2	6	   0.00004539       -0.00010998
	-3	-2	6	   0.00004398       -0.00010985
	-2	-2	6	  -0.00005369        0.00013206
	-1	-2	6	   0.00006883       -0.00017067
	0	-1	6	   0.00011566       -0.00028336
	1	-1	6	  -0.00030584        0.00075420
	2	-1	6	   0.00006931       -0.00017045
	3	-1	6	  -0.00014267        0.00035256
	-3	-1	6	  -0.00014391        0.00035309
	-2	-1	6	   0.00006980       -0.00017028
	-1	-1	6	  -0.00030683        0.00075462
	0	0	7	   0.00013520       -0.00033253
	1	0	7	  -0.00002010        0.00004942
	-1	0	7	  -0.00002009        0.00004942
	0	1	7	  -0.00002009        0.00004942
	0	-1	7	  -0.00002009        0.00004941
	0	0	-7	   0.00013552       -0.00033331
	1	0	-7	  -0.00002017        0.00004960
	-1	0	-7	  -0.00002017        0.00004960
	0	1	-7	  -0.00002017        0.00004960
	0	-1	-7	  -0.00002017        0.00004960
	0	0	-6	  -0.00008014        0.00019709
	1	0	-6	   0.00011499       -0.00028393
	2	0	-6	  -0.00007452        0.00018328
	3	0	-6	   0.00007006       -0.00017371
	-3	0	-6	   0.00007143       -0.00017429
	-2	0	-6	  -0.00007452        0.00018327
	-1	0	-6	   0.00011608       -0.00028438
	0	1	-6	   0.00011577       -0.00028361
	1	1	-6	  -0.00030718        0.00075548
	2	1	-6	   0.00006987       -0.00017044
	3	1	-6	  -0.00014405        0.00035343
	-3	1	-6	  -0.00014281        0.00035292
	-2	1	-6	   0.00006938       -0.00017062
	-1	1	-6	  -0.00030620        0.00075507
	0	2	-6	  -0.00007452        0.00018328
	1	2	-6	   0.00006889       -0.00017084
	2	2	-6	  -0.00005408        0.00013301
	3	2	-6	   0.00004401       -0.00010993
	-3	2	-6	   0.00004543       -0.00011006
	-2	2	-6	  -0.00005408        0.00013300
	-1	2	-6	   0.00007005       -0.00017094
	0	3	-6	   0.00007104       -0.00017331
	1	3	-6	  -0.00014345        0.00035367
	2	3	-6	   0.00004519       -0.00010945
	-2	3	-6	   0.00004462       -0.00010968
	-1	3	-6	  -0.00014306        0.00035350
	0	-3	-6	   0.00007046       -0.00017468
	1	-3	-6	  -0.00014398        0.00035244
	2	-3	-6	   0.00004427       -0.00011053
	-2	-3	-6	   0.00004482       -0.00011030
	-1	-3	-6	  -0.00014358        0.00035228
	0	-2	-6	  -0.00007451        0.00018327
	1	-2	-6	   0.00006937       -0.00017063
	2	-2	-6	  -0.00005407        0.00013300
	3	-2	-6	   0.00004458       -0.00010969
	-3	-2	-6	   0.00004487       -0.00011028
	-2	-2	-6	  -0.00005407        0.00013299
	-1	-2	-6	   0.00006960       -0.00017111
	0	-1	-6	   0.00011531       -0.00028470
	1	-1	-6	  -0.00030759        0.00075451
	2	-1	-6	   0.00006911       -0.00017132
	3	-1	-6	  -0.00014422        0.00035303
	-3	-1	-6	  -0.00014299        0.00035252
	-2	-1	-6	   0.00006955       -0.00017113
	-1	-1	-6	  -0.00030661        0.00075410
	0	0	-5	   0.00089592       -0.00220347
	1	0	-5	  -0.00016180        0.00039808
	2	0	-5	   0.00057517       -0.00140994
	3	0	-5	  -0.00011912        0.00029301
	4	0	-5	   0.00018048       -0.00044140
	5	0	-5	  -0.00001861        0.00004578
	-5	0	-5	  -0.00001862        0.00004579
	-4	0	-5	   0.00017804       -0.00044038
	-3	0	-5	  -0.00011916        0.00029303
	-2	0	-5	   0.00057059       -0.00140801
	-1	0	-5	  -0.00016196        0.00039816
	0	1	-5	  -0.00016191        0.00039804
	1	1	-5	  -0.00003073        0.00007557
	2	1	-5	  -0.00022076        0.00054924
	3	1	-5	   0.00006795       -0.00016715
	4	1	-5	  -0.00012799        0.00031817
	-4	1	-5	  -0.00013100        0.00031878
	-3	1	-5	   0.00006793       -0.00016712
	-2	1	-5	  -0.00022640        0.00055036
	-1	1	-5	  -0.00003088        0.00007566
	0	2	-5	   0.00057191       -0.00141126
	1	2	-5	  -0.00022515        0.00054746
	2	2	-5	   0.00038555       -0.00094825
	3	2	-5	  -0.00011612        0.00028107
	4	2	-5	   0.00011368       -0.00027883
	-4	2	-5	   0.00011214       -0.00027817
	-3	2	-5	  -0.00011419        0.00028188
	-2	2	-5	   0.00038261       -0.00094701
